project_id,defect_type,severity,location,element_type,detected_by,confidence,status
SA-R02131,Spalling,High,Floor 1 - West Wing,Beam,AI,78,Open
SA-R02132,Spalling,High,Floor 1 - Core Area,Slab,AI,98,Open
SA-R02132,Efflorescence,High,Floor 1 - Zone B,Wall,Inspector,91,InProgress
SA-R02132,Corrosion,High,Floor 2 - East Wing,Column,AI,86,Verified
SA-R02133,Settlement Crack,Critical,Floor 5 - Zone C,Wall,AI,83,Verified
SA-R02133,Corrosion,High,Floor 6 - West Wing,Column,Inspector,94,InProgress
SA-R02133,Settlement Crack,Critical,Floor 3 - East Wing,Foundation,AI,88,InProgress
SA-R02135,Efflorescence,Critical,Floor 1 - Zone B,Slab,AI,96,Resolved
SA-R02135,Corrosion,High,Floor 1 - Zone A,Beam,Inspector,84,Verified
SA-R02136,Honeycombing,Medium,Floor 1 - Zone C,Column,Inspector,80,Verified
SA-R02136,Spalling,High,Floor 1 - Zone C,Beam,Inspector,99,Open
SA-R02136,Settlement Crack,Critical,Floor 2 - West Wing,Wall,Inspector,87,InProgress
SA-R02137,Settlement Crack,Critical,Floor 1 - Core Area,Foundation,Inspector,88,InProgress
SA-R02137,Crack,Medium,Floor 1 - Zone A,Wall,AI,94,Open
SA-R02137,Efflorescence,Low,Floor 1 - East Wing,Wall,AI,96,Open
SA-R02138,Settlement Crack,Critical,Floor 4 - Zone B,Foundation,AI,88,Open
SA-R02138,Honeycombing,Medium,Floor 1 - East Wing,Wall,AI,87,Open
SA-R02139,Honeycombing,Medium,Floor 3 - Core Area,Column,AI,87,InProgress
SA-R02141,Corrosion,High,Floor 5 - Zone B,Foundation,Inspector,86,InProgress
SA-R02141,Spalling,Critical,Floor 3 - Zone A,Column,AI,98,Resolved
SA-R02141,Spalling,Critical,Floor 5 - Core Area,Slab,Inspector,86,Verified
SA-R02142,Honeycombing,Medium,Floor 5 - West Wing,Column,Inspector,84,Resolved
SA-R02142,Settlement Crack,High,Floor 1 - Core Area,Wall,AI,95,InProgress
SA-R02143,Crack,Medium,Floor 1 - Core Area,Slab,Inspector,97,InProgress
SA-R02143,Spalling,High,Floor 1 - Zone B,Beam,Inspector,83,InProgress
SA-R02145,Honeycombing,Medium,Floor 3 - East Wing,Wall,Inspector,86,Verified
SA-R02146,Honeycombing,Medium,Floor 14 - West Wing,Column,AI,82,Resolved
SA-R02146,Honeycombing,Medium,Floor 6 - Zone A,Wall,AI,91,Open
SA-R02147,Crack,Medium,Floor 3 - Zone A,Column,Inspector,92,InProgress
SA-R02147,Crack,Medium,Floor 9 - Zone B,Beam,Inspector,99,Verified
SA-R02147,Crack,Critical,Floor 1 - Zone C,Wall,AI,80,Resolved
SA-R02148,Honeycombing,Medium,Floor 2 - East Wing,Wall,Inspector,89,Verified
SA-R02148,Efflorescence,Low,Floor 3 - Zone C,Wall,AI,91,Open
SA-R02149,Corrosion,High,Floor 8 - East Wing,Foundation,AI,75,Open
SA-R02149,Efflorescence,High,Floor 8 - Zone A,Slab,AI,90,Resolved
SA-R02151,Settlement Crack,Critical,Floor 1 - Zone C,Wall,AI,89,InProgress
SA-R02151,Honeycombing,Critical,Floor 1 - East Wing,Column,AI,89,Open
SA-R02151,Settlement Crack,Critical,Floor 1 - Zone A,Foundation,Inspector,96,Open
SA-R02152,Corrosion,High,Floor 5 - Core Area,Foundation,AI,83,Resolved
SA-R02152,Spalling,High,Floor 4 - Zone A,Slab,Inspector,92,Resolved
SA-R02152,Crack,Medium,Floor 2 - West Wing,Column,Inspector,78,Resolved
SA-R02153,Efflorescence,Low,Floor 1 - Zone A,Slab,Inspector,94,Resolved
SA-R02153,Crack,Critical,Floor 1 - Zone C,Slab,Inspector,98,Open
SA-R02153,Crack,Medium,Floor 1 - Zone B,Column,Inspector,77,InProgress
SA-R02154,Corrosion,High,Floor 7 - Zone A,Column,Inspector,80,InProgress
SA-R02154,Spalling,High,Floor 5 - West Wing,Column,Inspector,87,Verified
SA-R02155,Corrosion,High,Floor 2 - West Wing,Beam,Inspector,94,Verified
SA-R02155,Corrosion,High,Floor 4 - Zone C,Beam,Inspector,86,Resolved
SA-R02155,Spalling,High,Floor 5 - Zone B,Slab,AI,75,Open
SA-R02157,Settlement Crack,Critical,Floor 5 - East Wing,Foundation,AI,88,Resolved
SA-R02157,Spalling,Critical,Floor 2 - Core Area,Slab,Inspector,90,Open
SA-R02158,Spalling,High,Floor 1 - Core Area,Slab,Inspector,80,Verified
SA-R02158,Settlement Crack,Critical,Floor 2 - East Wing,Foundation,Inspector,93,Resolved
SA-R02159,Spalling,High,Floor 1 - Zone B,Column,Inspector,75,Verified
SA-R02159,Settlement Crack,Critical,Floor 1 - Core Area,Wall,Inspector,82,Resolved
SA-R02159,Honeycombing,Medium,Floor 2 - Core Area,Column,AI,98,InProgress
SA-R02160,Settlement Crack,Critical,Floor 5 - Core Area,Foundation,Inspector,96,InProgress
SA-R02161,Efflorescence,Critical,Floor 8 - Core Area,Wall,AI,81,Open
SA-R02161,Honeycombing,Critical,Floor 18 - Zone B,Column,Inspector,99,Resolved
SA-R02162,Spalling,High,Floor 12 - Zone B,Column,Inspector,98,Verified
SA-R02163,Efflorescence,Low,Floor 3 - Core Area,Slab,Inspector,81,InProgress
SA-R02163,Corrosion,High,Floor 3 - West Wing,Beam,AI,81,Open
SA-R02164,Corrosion,Critical,Floor 2 - Zone A,Foundation,Inspector,82,InProgress
SA-R02166,Efflorescence,Low,Floor 3 - Core Area,Slab,AI,84,Open
SA-R02166,Spalling,High,Floor 3 - Core Area,Slab,AI,75,InProgress
SA-R02167,Spalling,High,Floor 7 - Zone A,Column,Inspector,79,Resolved
SA-R02168,Efflorescence,Low,Floor 1 - West Wing,Wall,Inspector,88,Open
SA-R02168,Spalling,High,Floor 1 - Core Area,Column,AI,75,Verified
SA-R02168,Efflorescence,Low,Floor 1 - East Wing,Wall,AI,81,Open
SA-R02169,Corrosion,High,Floor 21 - Zone B,Column,AI,87,Open
SA-R02169,Spalling,High,Floor 19 - Zone B,Slab,Inspector,96,Verified
SA-R02169,Corrosion,High,Floor 12 - Core Area,Column,Inspector,99,Verified
SA-R02170,Honeycombing,High,Floor 2 - East Wing,Wall,AI,83,InProgress
SA-R02170,Efflorescence,Low,Floor 1 - Zone A,Slab,AI,78,InProgress
SA-R02170,Corrosion,High,Floor 1 - East Wing,Beam,AI,77,InProgress
SA-R02171,Efflorescence,Low,Floor 10 - West Wing,Wall,Inspector,97,Open
SA-R02171,Corrosion,High,Floor 4 - Core Area,Foundation,AI,88,Resolved
SA-R02172,Spalling,High,Floor 2 - Zone B,Slab,Inspector,89,Open
SA-R02173,Crack,Medium,Floor 2 - East Wing,Slab,Inspector,99,Resolved
SA-R02174,Efflorescence,Low,Floor 7 - Zone C,Wall,Inspector,93,Verified
SA-R02176,Efflorescence,Low,Floor 1 - East Wing,Wall,AI,92,Verified
SA-R02176,Efflorescence,Low,Floor 1 - Zone A,Wall,Inspector,87,InProgress
SA-R02176,Honeycombing,Critical,Floor 2 - West Wing,Wall,Inspector,82,Verified
SA-R02180,Efflorescence,Low,Floor 1 - Zone A,Wall,Inspector,90,Resolved
SA-R02180,Efflorescence,Low,Floor 3 - East Wing,Slab,AI,87,Open
SA-R02181,Crack,Critical,Floor 1 - Zone C,Column,AI,95,Verified
SA-R02183,Corrosion,High,Floor 1 - West Wing,Beam,AI,95,Resolved
SA-R02184,Honeycombing,Critical,Floor 3 - Core Area,Wall,AI,82,Verified
SA-R02185,Efflorescence,High,Floor 1 - West Wing,Slab,Inspector,84,InProgress
SA-R02185,Corrosion,High,Floor 2 - West Wing,Foundation,AI,87,Open
SA-R02185,Settlement Crack,High,Floor 8 - Core Area,Wall,Inspector,77,Resolved
SA-R02186,Efflorescence,High,Floor 1 - Zone B,Wall,Inspector,77,Verified
SA-R02186,Crack,High,Floor 1 - Zone B,Slab,AI,84,InProgress
SA-R02186,Efflorescence,Low,Floor 1 - Core Area,Slab,Inspector,95,Resolved
SA-R02188,Corrosion,High,Floor 2 - Core Area,Column,Inspector,92,Resolved
SA-R02188,Honeycombing,Medium,Floor 4 - Core Area,Column,AI,87,Open
SA-R02188,Honeycombing,Medium,Floor 3 - Zone A,Beam,AI,88,InProgress
SA-R02189,Honeycombing,Medium,Floor 4 - Zone C,Column,AI,88,Verified
SA-R02189,Crack,Critical,Floor 1 - West Wing,Column,AI,94,Resolved
SA-R02189,Corrosion,High,Floor 2 - Zone A,Beam,AI,98,Verified
SA-R02190,Honeycombing,Medium,Floor 6 - Zone C,Beam,AI,94,InProgress
SA-R02190,Corrosion,High,Floor 7 - East Wing,Foundation,AI,76,Open
SA-R02190,Corrosion,High,Floor 8 - Zone C,Foundation,Inspector,88,Resolved
SA-R02192,Efflorescence,Low,Floor 4 - Zone A,Slab,Inspector,88,Resolved
SA-R02192,Crack,Medium,Floor 5 - Zone B,Slab,Inspector,96,Resolved
SA-R02193,Crack,High,Floor 3 - Zone C,Beam,AI,85,Verified
SA-R02193,Settlement Crack,Critical,Floor 1 - Zone A,Foundation,AI,89,Open
SA-R02193,Settlement Crack,Critical,Floor 1 - West Wing,Wall,AI,97,Open
SA-R02195,Settlement Crack,Critical,Floor 1 - West Wing,Foundation,Inspector,99,InProgress
SA-R02195,Efflorescence,Low,Floor 2 - Zone C,Wall,AI,83,Resolved
SA-R02195,Efflorescence,High,Floor 2 - Zone C,Slab,AI,88,Verified
SA-R02198,Honeycombing,Medium,Floor 19 - West Wing,Beam,AI,78,Resolved
SA-R02198,Corrosion,Critical,Floor 14 - Zone B,Beam,Inspector,97,InProgress
SA-R02199,Honeycombing,Medium,Floor 5 - Zone C,Column,Inspector,94,Resolved
SA-R02199,Settlement Crack,Critical,Floor 3 - Core Area,Foundation,AI,96,Resolved
SA-R02200,Settlement Crack,High,Floor 1 - Zone C,Wall,Inspector,90,Verified
SA-R02200,Corrosion,High,Floor 1 - East Wing,Column,AI,98,Resolved
SA-R02201,Efflorescence,High,Floor 1 - Zone A,Slab,AI,79,Resolved
SA-R02201,Crack,High,Floor 1 - Core Area,Beam,Inspector,93,Open
SA-R02201,Honeycombing,Medium,Floor 2 - West Wing,Wall,AI,84,Open
SA-R02202,Settlement Crack,High,Floor 2 - Core Area,Wall,AI,82,InProgress
SA-R02202,Honeycombing,Critical,Floor 1 - Zone A,Column,Inspector,96,Verified
SA-R02202,Efflorescence,Low,Floor 2 - West Wing,Slab,Inspector,79,Verified
SA-R02203,Corrosion,High,Floor 5 - Zone C,Column,Inspector,88,Verified
SA-R02204,Honeycombing,Medium,Floor 3 - Zone A,Beam,Inspector,78,InProgress
SA-R02204,Corrosion,High,Floor 1 - Zone C,Beam,Inspector,83,Open
SA-R02204,Settlement Crack,Critical,Floor 1 - East Wing,Wall,AI,75,InProgress
SA-R02205,Spalling,High,Floor 2 - Zone B,Slab,AI,91,Verified
SA-R02205,Corrosion,Critical,Floor 1 - Zone A,Foundation,AI,78,Resolved
SA-R02206,Crack,Medium,Floor 4 - Zone A,Wall,Inspector,95,Verified
SA-R02206,Settlement Crack,Critical,Floor 1 - Zone C,Wall,AI,80,Open
SA-R02207,Spalling,High,Floor 31 - Core Area,Column,AI,76,Resolved
SA-R02207,Honeycombing,Medium,Floor 38 - Zone A,Column,Inspector,99,Resolved
SA-R02207,Honeycombing,Medium,Floor 23 - East Wing,Wall,AI,90,InProgress
SA-R02210,Settlement Crack,Critical,Floor 1 - Zone C,Foundation,Inspector,76,Verified
SA-R02210,Crack,Critical,Floor 1 - Core Area,Beam,AI,82,InProgress
SA-R02210,Crack,Medium,Floor 2 - Zone B,Wall,Inspector,83,Verified
SA-R02212,Crack,Medium,Floor 1 - West Wing,Beam,AI,98,Open
SA-R02212,Corrosion,High,Floor 1 - West Wing,Beam,AI,88,Open
SA-R02212,Spalling,High,Floor 1 - Zone B,Column,AI,87,Open
SA-R02213,Efflorescence,Low,Floor 5 - Zone B,Wall,AI,85,InProgress
SA-R02215,Honeycombing,High,Floor 1 - Zone A,Beam,AI,99,Resolved
SA-R02215,Spalling,High,Floor 2 - Core Area,Beam,AI,98,Resolved
SA-R02216,Settlement Crack,Critical,Floor 1 - Zone A,Foundation,Inspector,77,Open
SA-R02216,Honeycombing,High,Floor 2 - Zone B,Column,Inspector,90,Resolved
SA-R02217,Crack,Medium,Floor 1 - East Wing,Wall,AI,82,InProgress
SA-R02217,Corrosion,High,Floor 1 - Zone A,Beam,Inspector,95,Verified
SA-R02217,Spalling,High,Floor 1 - West Wing,Column,AI,88,Resolved
SA-R02218,Corrosion,Critical,Floor 1 - Zone B,Column,AI,95,InProgress
SA-R02218,Corrosion,High,Floor 1 - East Wing,Foundation,Inspector,86,Verified
SA-R02220,Honeycombing,Medium,Floor 2 - Zone B,Beam,AI,80,InProgress
SA-R02220,Spalling,High,Floor 12 - Core Area,Slab,Inspector,94,Open
SA-R02221,Settlement Crack,Critical,Floor 3 - Core Area,Wall,AI,82,InProgress
SA-R02221,Spalling,High,Floor 2 - Zone B,Beam,AI,81,Resolved
SA-R02222,Spalling,High,Floor 4 - Zone A,Beam,AI,88,Open
SA-R02222,Spalling,High,Floor 3 - East Wing,Column,AI,91,InProgress
SA-R02222,Crack,Medium,Floor 4 - Core Area,Wall,Inspector,75,Resolved
SA-R02223,Corrosion,High,Floor 2 - East Wing,Foundation,AI,77,Open
SA-R02224,Crack,Medium,Floor 12 - Zone B,Column,Inspector,98,Verified
SA-R02226,Spalling,High,Floor 2 - Zone A,Column,Inspector,86,Open
SA-R02227,Settlement Crack,Critical,Floor 5 - Zone B,Foundation,AI,90,InProgress
SA-R02227,Crack,Medium,Floor 26 - Core Area,Wall,Inspector,82,InProgress
SA-R02227,Spalling,Critical,Floor 15 - Core Area,Beam,Inspector,95,InProgress
SA-R02228,Spalling,High,Floor 4 - West Wing,Slab,AI,75,Resolved
SA-R02228,Settlement Crack,Critical,Floor 4 - Core Area,Wall,Inspector,77,Open
SA-R02229,Honeycombing,Medium,Floor 2 - Zone C,Wall,Inspector,90,Resolved
SA-R02229,Settlement Crack,High,Floor 1 - Zone A,Foundation,Inspector,86,Resolved
SA-R02230,Settlement Crack,Critical,Floor 2 - Zone C,Wall,Inspector,99,Resolved
SA-R02230,Settlement Crack,Critical,Floor 5 - Core Area,Foundation,AI,93,Open
SA-R02231,Spalling,High,Floor 2 - Zone B,Beam,AI,89,Resolved
SA-R02232,Corrosion,High,Floor 1 - Zone A,Foundation,Inspector,82,Resolved
SA-R02232,Corrosion,High,Floor 3 - Zone A,Column,AI,85,Verified
SA-R02233,Corrosion,Critical,Floor 2 - Core Area,Column,Inspector,97,Open
SA-R02235,Corrosion,High,Floor 18 - East Wing,Column,Inspector,90,Verified
SA-R02235,Spalling,High,Floor 19 - Zone A,Column,Inspector,75,Verified
SA-R02236,Corrosion,High,Floor 4 - Core Area,Column,Inspector,80,Open
SA-R02236,Settlement Crack,Critical,Floor 2 - East Wing,Wall,AI,91,Resolved
SA-R02237,Corrosion,High,Floor 7 - Core Area,Beam,AI,85,Open
SA-R02237,Spalling,High,Floor 27 - West Wing,Beam,Inspector,79,Open
SA-R02238,Settlement Crack,Critical,Floor 2 - Zone B,Wall,AI,86,InProgress
SA-R02238,Spalling,High,Floor 2 - Zone C,Beam,AI,92,InProgress
SA-R02238,Efflorescence,Critical,Floor 2 - East Wing,Wall,Inspector,81,Resolved
SA-R02241,Corrosion,High,Floor 1 - East Wing,Column,AI,93,InProgress
SA-R02241,Honeycombing,Medium,Floor 3 - Core Area,Wall,Inspector,82,Verified
SA-R02241,Honeycombing,Medium,Floor 5 - East Wing,Wall,AI,76,Open
SA-R02243,Spalling,Critical,Floor 1 - Core Area,Beam,Inspector,91,Resolved
SA-R02245,Settlement Crack,Critical,Floor 2 - Zone B,Wall,AI,95,Resolved
SA-R02245,Corrosion,High,Floor 4 - West Wing,Column,AI,78,Resolved
SA-R02245,Efflorescence,Low,Floor 4 - East Wing,Wall,AI,99,Resolved
SA-R02246,Crack,Medium,Floor 1 - Zone C,Wall,Inspector,85,Open
SA-R02246,Settlement Crack,Critical,Floor 2 - East Wing,Wall,Inspector,83,Verified
SA-R02246,Honeycombing,Medium,Floor 2 - Zone B,Wall,AI,85,InProgress
SA-R02248,Honeycombing,Critical,Floor 10 - Zone C,Column,AI,94,InProgress
SA-R02248,Honeycombing,Medium,Floor 6 - Zone A,Column,Inspector,93,Open
SA-R02249,Honeycombing,Medium,Floor 2 - East Wing,Column,Inspector,81,Open
SA-R02249,Efflorescence,Low,Floor 3 - East Wing,Slab,Inspector,80,Open
SA-R02249,Honeycombing,Medium,Floor 3 - Zone B,Beam,AI,90,Verified
SA-R02250,Honeycombing,Medium,Floor 2 - Core Area,Beam,AI,89,Resolved
SA-R02250,Corrosion,High,Floor 1 - Zone A,Column,Inspector,87,Resolved
SA-R02254,Honeycombing,Medium,Floor 1 - Core Area,Wall,Inspector,98,Verified
SA-R02255,Crack,Critical,Floor 1 - Zone B,Wall,Inspector,99,Open
SA-R02256,Settlement Crack,Critical,Floor 5 - Core Area,Wall,Inspector,85,Verified
SA-R02259,Spalling,High,Floor 4 - East Wing,Beam,Inspector,95,InProgress
SA-R02259,Corrosion,High,Floor 5 - East Wing,Beam,Inspector,86,InProgress
SA-R02260,Crack,Medium,Floor 4 - Zone C,Slab,AI,81,Verified
SA-R02260,Corrosion,High,Floor 5 - Zone C,Column,AI,75,Verified
SA-R02261,Crack,Medium,Floor 2 - Zone B,Beam,AI,87,InProgress
SA-R02261,Crack,Medium,Floor 2 - West Wing,Column,AI,78,Open
SA-R02261,Honeycombing,Medium,Floor 2 - Zone C,Beam,Inspector,82,Open
SA-R02262,Crack,High,Floor 6 - Core Area,Wall,Inspector,96,Resolved
SA-R02262,Crack,Medium,Floor 10 - West Wing,Slab,Inspector,80,Open
SA-R02262,Settlement Crack,Critical,Floor 9 - Zone A,Wall,Inspector,92,Verified
SA-R02263,Crack,Medium,Floor 1 - Core Area,Wall,AI,76,Open
SA-R02264,Efflorescence,Low,Floor 3 - Zone B,Wall,AI,92,Verified
SA-R02266,Corrosion,Critical,Floor 2 - Core Area,Beam,AI,85,Verified
SA-R02267,Corrosion,High,Floor 2 - West Wing,Foundation,Inspector,93,Verified
SA-R02267,Settlement Crack,Critical,Floor 5 - Zone A,Wall,Inspector,90,InProgress
SA-R02267,Spalling,High,Floor 2 - East Wing,Beam,Inspector,96,Verified
SA-R02268,Efflorescence,Low,Floor 1 - Zone B,Wall,AI,85,InProgress
SA-R02268,Corrosion,High,Floor 1 - Zone A,Beam,Inspector,84,InProgress
SA-R02269,Crack,High,Floor 1 - Zone A,Slab,Inspector,92,Open
SA-R02269,Honeycombing,Medium,Floor 2 - East Wing,Wall,AI,89,Resolved
SA-R02269,Settlement Crack,Critical,Floor 1 - Zone B,Foundation,AI,98,InProgress
SA-R02270,Crack,High,Floor 5 - Zone A,Slab,Inspector,88,Open
SA-R02271,Spalling,High,Floor 2 - Zone C,Slab,AI,96,Open
SA-R02272,Crack,Medium,Floor 1 - Zone C,Beam,Inspector,88,InProgress
SA-R02275,Honeycombing,Medium,Floor 1 - Zone C,Wall,AI,84,InProgress
SA-R02275,Honeycombing,High,Floor 1 - Zone B,Beam,Inspector,99,Verified
SA-R02275,Efflorescence,High,Floor 1 - Core Area,Slab,Inspector,80,Verified
SA-R02277,Honeycombing,Medium,Floor 4 - East Wing,Wall,Inspector,96,InProgress
SA-R02277,Corrosion,High,Floor 8 - Zone C,Beam,Inspector,95,Resolved
SA-R02279,Crack,High,Floor 48 - East Wing,Column,AI,89,Verified
SA-R02280,Crack,High,Floor 3 - West Wing,Beam,Inspector,90,Resolved
SA-R02281,Crack,Critical,Floor 8 - Core Area,Column,Inspector,95,Verified
SA-R02281,Efflorescence,High,Floor 3 - Zone A,Wall,AI,83,Resolved
SA-R02283,Spalling,High,Floor 5 - Zone B,Column,Inspector,81,Resolved
SA-R02283,Settlement Crack,Critical,Floor 5 - Core Area,Foundation,Inspector,75,Resolved
SA-R02283,Crack,Medium,Floor 3 - Zone B,Beam,AI,91,Resolved
SA-R02284,Efflorescence,Critical,Floor 4 - West Wing,Slab,AI,97,Open
SA-R02284,Crack,Medium,Floor 2 - West Wing,Beam,AI,95,Open
SA-R02286,Honeycombing,Medium,Floor 1 - Zone B,Beam,AI,92,Open
SA-R02286,Settlement Crack,High,Floor 5 - Zone C,Wall,AI,97,InProgress
SA-R02290,Settlement Crack,Critical,Floor 1 - Zone B,Wall,AI,77,Verified
SA-R02291,Efflorescence,Low,Floor 12 - Core Area,Wall,AI,93,Resolved
SA-R02292,Spalling,High,Floor 5 - Zone C,Slab,AI,79,InProgress
SA-R02292,Efflorescence,Low,Floor 2 - Core Area,Slab,AI,94,Open
SA-R02292,Settlement Crack,Critical,Floor 3 - Zone C,Foundation,Inspector,86,Verified
SA-R02293,Settlement Crack,High,Floor 5 - Core Area,Wall,AI,84,Resolved
SA-R02294,Settlement Crack,Critical,Floor 2 - Zone A,Wall,AI,93,InProgress
SA-R02294,Honeycombing,Medium,Floor 2 - Zone A,Column,AI,94,Resolved
SA-R02294,Corrosion,High,Floor 1 - West Wing,Beam,AI,79,Resolved
SA-R02295,Corrosion,High,Floor 1 - Zone A,Column,AI,97,InProgress
SA-R02295,Corrosion,High,Floor 1 - Zone C,Column,Inspector,87,Verified
SA-R02296,Crack,Medium,Floor 2 - East Wing,Slab,AI,85,InProgress
SA-R02296,Spalling,High,Floor 1 - Core Area,Beam,Inspector,87,Resolved
SA-R02296,Honeycombing,Medium,Floor 4 - Core Area,Wall,AI,89,Open
SA-R02298,Settlement Crack,Critical,Floor 2 - Zone A,Foundation,Inspector,78,Verified
SA-R02298,Efflorescence,Low,Floor 5 - Zone B,Wall,Inspector,95,Open
SA-R02299,Spalling,Critical,Floor 3 - Core Area,Beam,Inspector,79,Verified
SA-R02299,Crack,Medium,Floor 2 - Zone B,Wall,Inspector,81,Resolved
SA-R02299,Honeycombing,Medium,Floor 2 - Zone B,Column,AI,77,Resolved
SA-R02300,Spalling,High,Floor 28 - Zone A,Column,AI,93,Resolved
SA-R02300,Efflorescence,Low,Floor 11 - Core Area,Wall,Inspector,87,Resolved
SA-R02300,Honeycombing,Medium,Floor 26 - West Wing,Column,Inspector,75,Open
SA-R02301,Spalling,High,Floor 6 - Core Area,Slab,AI,76,Open
SA-R02301,Settlement Crack,Critical,Floor 5 - East Wing,Wall,AI,75,Verified
SA-R02302,Honeycombing,High,Floor 2 - Core Area,Beam,Inspector,87,Verified
SA-R02303,Honeycombing,Medium,Floor 5 - Zone B,Wall,AI,78,Verified
SA-R02304,Spalling,High,Floor 2 - Zone C,Column,AI,93,Resolved
SA-R02304,Spalling,High,Floor 2 - East Wing,Column,AI,82,InProgress
SA-R02304,Crack,High,Floor 1 - East Wing,Slab,AI,81,Verified
SA-R02305,Settlement Crack,Critical,Floor 1 - Zone A,Wall,Inspector,90,Resolved
SA-R02305,Honeycombing,Medium,Floor 1 - West Wing,Column,AI,90,Open
SA-R02306,Settlement Crack,Critical,Floor 6 - East Wing,Wall,Inspector,88,Open
SA-R02306,Spalling,High,Floor 8 - West Wing,Beam,Inspector,77,Verified
SA-R02307,Crack,Critical,Floor 2 - Zone B,Slab,Inspector,98,InProgress
SA-R02308,Spalling,Critical,Floor 3 - East Wing,Beam,AI,78,Open
SA-R02308,Corrosion,High,Floor 5 - Zone B,Foundation,AI,94,Verified
SA-R02308,Crack,Medium,Floor 3 - Zone A,Beam,AI,92,Open
SA-R02309,Settlement Crack,High,Floor 1 - Zone A,Foundation,AI,89,Open
SA-R02310,Crack,High,Floor 3 - Zone B,Beam,AI,83,InProgress
SA-R02312,Crack,Medium,Floor 2 - West Wing,Slab,Inspector,80,InProgress
SA-R02313,Settlement Crack,Critical,Floor 3 - Zone A,Wall,AI,78,Resolved
SA-R02313,Corrosion,High,Floor 1 - East Wing,Column,Inspector,82,Verified
SA-R02313,Settlement Crack,Critical,Floor 3 - Core Area,Wall,Inspector,82,InProgress
SA-R02314,Corrosion,High,Floor 3 - Zone B,Column,AI,85,Verified
SA-R02316,Spalling,High,Floor 4 - West Wing,Column,Inspector,80,Open
SA-R02316,Honeycombing,High,Floor 3 - Zone B,Column,AI,99,Verified
SA-R02316,Settlement Crack,Critical,Floor 4 - Core Area,Foundation,Inspector,80,Resolved
SA-R02317,Crack,Medium,Floor 2 - East Wing,Slab,Inspector,80,InProgress
SA-R02318,Honeycombing,Medium,Floor 1 - Zone C,Beam,AI,96,Open
SA-R02318,Honeycombing,Critical,Floor 2 - West Wing,Wall,Inspector,98,InProgress
SA-R02318,Efflorescence,Low,Floor 2 - Zone B,Wall,Inspector,89,Open
SA-R02319,Efflorescence,Low,Floor 2 - Zone B,Slab,Inspector,81,Open
SA-R02321,Corrosion,High,Floor 1 - Zone A,Beam,Inspector,79,Resolved
SA-R02321,Honeycombing,Critical,Floor 1 - East Wing,Column,Inspector,97,Verified
SA-R02321,Efflorescence,Low,Floor 2 - West Wing,Slab,AI,89,Verified
SA-R02322,Spalling,High,Floor 4 - Zone B,Column,Inspector,96,InProgress
SA-R02323,Corrosion,Critical,Floor 1 - West Wing,Foundation,AI,77,Verified
SA-R02325,Honeycombing,Medium,Floor 15 - Zone C,Beam,Inspector,83,Resolved
SA-R02325,Honeycombing,High,Floor 15 - West Wing,Wall,Inspector,87,Open
SA-R02326,Crack,Medium,Floor 1 - Zone A,Column,Inspector,77,Verified
SA-R02327,Settlement Crack,Critical,Floor 4 - Zone C,Wall,AI,79,Verified
SA-R02327,Crack,Medium,Floor 1 - East Wing,Slab,AI,95,Open
SA-R02327,Efflorescence,Low,Floor 1 - East Wing,Wall,AI,78,Verified
SA-R02329,Spalling,High,Floor 1 - Core Area,Column,AI,78,Open
SA-R02330,Crack,Critical,Floor 1 - West Wing,Slab,AI,77,Resolved
SA-R02330,Crack,Critical,Floor 2 - Zone B,Column,AI,78,Open
SA-R02331,Honeycombing,High,Floor 1 - Zone A,Wall,AI,98,Resolved
